0,0,0
0.01,0,0
0.027,0,0
0.043,0,0
0.06,0,0
0.077,0,0
0.093,0,0
0.11,0,0
0.127,0,0
0.144,0,0
0.16,0,0
0.177,0,0
0.194,0,0
0.21,0,0
0.227,0,0
0.244,0,0
0.26,0,0
0.277,0,0
0.294,0,0
0.31,0,0
0.327,0,0
0.344,0.252867602,0.133520094
0.36,0.206290261,0.046748334
0.377,-0.690646211,0.134502257
0.394,-0.666371512,0.0732504
0.41,-0.666371512,0.0732504
0.427,-0.114214896,0.001662908
0.444,0.033624684,0.058810277
0.46,-0.1312707,0.061270323
0.477,-0.245063057,0.056431557
0.494,-0.356671198,0.075553727
0.51,-0.356671198,0.075553727
0.527,-0.085361208,0.121576497
0.544,0.073118448,0.248540875
0.56,0.073118448,0.248540875
0.576,-0.178734894,0.109059743
0.593,-0.32914518,0.037429833
0.608,-0.307852433,0.13573516
0.625,-0.167428707,0.085385129
0.641,-0.184808821,0.050885719
0.657,-0.254966352,0.088684256
0.674,-0.16616234,0.037800696
0.691,-0.096243793,0.006818036
0.707,-0.132373481,0.130893656
0.724,0.006144148,0.096409665
0.741,0.047643796,0.130536306
0.757,0.082088876,0.185625324
0.774,0.157996416,0.281347356
0.79,0.245617614,0.354860368
0.806,0.245270327,0.527500503
0.822,0.123452488,0.473172006
0.838,-0.111707557,0.377762693
0.854,-0.111707557,0.377762693
0.87,0.050198309,0.369598855
0.887,-0.05249192,0.496265446
0.904,0.027783026,0.554520155
0.92,0.132231132,0.528736755
0.936,0.143499851,0.474023471
0.952,0.269438003,0.533440133
0.967,0.269438003,0.533440133
0.984,-0.245590025,0.751290924
1.001,-1.13761917,0.646640495
1.016,-2.004727787,0.703596268
1.032,-2.356325103,0.750582379
1.049,-2.46989597,0.701743939
1.064,-1.840538051,0.676940113
1.079,-0.517174668,0.492302886
1.096,0.240351461,0.214606952
1.112,-1.574072913,0.235817691
1.128,-0.205850814,0.211256128
1.145,0.779327344,0.521217699
1.16,1.020886437,0.069884445
1.175,-1.459902864,0.773397632
1.192,-1.525888369,0.190250049
1.209,-0.814325233,1.18905477
1.224,0.350410438,0.404110855
1.241,-0.293910576,0.017368022
1.256,-0.615242601,0.01919364
1.272,-0.342646621,0.113495137
1.288,-0.342646621,0.113495137
1.304,0.244162238,0.05986427
1.32,0.257956408,0.158709249
1.337,-0.021838761,0.359577032
1.354,-0.062801897,0.268929048
1.369,-0.652494656,0.020953692
1.385,0.323266792,0.215753108
1.402,0.520413917,0.346328514
1.418,0.664203852,0.157104635
1.434,0.664203852,0.157104635
1.45,-0.030713784,0.618623177
1.466,-0.030713784,0.618623177
1.482,1.32E-04,0.604565188
1.497,-0.103866461,0.266881282
1.513,0.300618385,0.080750132
1.53,-0.237838996,0.368881761
1.547,-1.339673939,0.617927884
1.563,-0.989900037,0.001528337
1.579,-0.603902652,0.167679519
1.595,-0.436125503,0.146128795
1.611,-0.256066101,0.189792744
1.628,-0.171273118,0.044850123
1.644,-0.08960279,0.027948895
1.659,-0.121210187,0.02705338
1.676,-0.329520009,0.020636553
1.693,-0.850002334,0.048405374
1.709,-0.949625351,0.199041354
1.725,-0.608295602,0.373152121
1.742,-0.223233545,0.299212997
1.758,0.031340972,0.144370682
1.774,0.115886264,0.091485308
1.791,0.053696311,0.017665612
1.806,-0.204061906,0.037612799
1.821,-0.299260899,4.32E-04
1.838,-0.254236576,0.091422909
1.854,-0.134753655,0.113671089
1.87,0.015580861,0.121970175
1.887,-0.014987431,0.09850306
1.903,-0.821403672,0.3650904
1.919,-0.88121063,0.223773729
1.935,-0.766010979,0.166161557
1.95,-0.195724164,0.05989853
1.966,0.064707648,0.006906174
1.982,0.196027566,0.006289727
1.998,0.054618442,0.025640095
2.013,0.054618442,0.025640095
2.03,-0.194377899,0.05243543
2.047,-0.358883046,0.035957813
2.063,-0.419420356,0.004691142
2.08,-0.056917263,0.088513689
2.095,-0.001658785,0.160399455
2.111,-0.04401255,0.107715474
2.128,-0.090161858,0.039874478
2.144,-0.267807836,0.041211604
2.16,-0.267807836,0.041211604
2.176,-0.703121829,0.039937924
2.192,-0.188029266,0.124803553
2.208,-0.096601385,0.184172369
2.224,-0.760641155,0.077598889
2.24,-0.319727888,0.040672659
2.255,0.02205555,0.142803365
2.271,-0.102341303,0.407929748
2.288,-0.466141585,0.91969759
2.304,-0.466141585,0.91969759
2.32,-0.758715353,0.461887038
2.337,-0.919304528,0.533170034
2.353,-1.409533532,0.805510416
2.369,-1.604263189,0.095177977
2.385,-2.206377012,0.067508799
2.4,-2.064717329,0.797620785
2.416,-1.881677977,0.094369759
2.432,-2.281907977,0.671451139
2.448,-2.351526044,0.904143758
2.464,-2.200194428,0.134765709
2.48,-1.377662444,3.637354931
2.496,-2.547474035,4.074253227
2.512,-3.865652201,2.926283646
2.529,-2.231743634,0.352073177
2.545,-0.44085867,0.715405039
2.561,0.849562157,0.537114941
2.577,0.441938632,1.069692298
2.593,0.668884245,0.910784002
2.609,0.843237009,0.920555639
2.626,0.609633397,0.83821452
2.641,0.28213532,0.794742179
2.657,0.008671886,0.749353169
2.672,-1.319098162,0.519401554
2.688,-0.77843996,0.005919844
2.703,-0.494422051,0.075984228
2.72,-0.301406217,0.144009052
2.737,0.063844428,0.180719055
2.753,-0.075621336,0.138274137
2.77,-0.403087152,0.034183853
2.787,-0.873549553,0.122193958
2.802,-1.401965672,0.042839576
2.817,-1.182780733,0.185566004
2.834,-1.560952505,0.006566596
2.849,-1.023595517,0.286900257
2.865,-0.635801388,0.092642838
2.882,-0.635801388,0.092642838
2.897,-0.065058301,0.245699652
2.914,0.005252846,0.192156448
2.931,0.168256755,0.007854511
2.947,-0.427462209,0.601135402
2.963,0.020510647,0.095510692
2.98,-0.771205541,1.445196071
2.996,-1.632135918,1.001024318
3.012,-2.076985191,0.99051892
3.029,-2.014725207,1.084933121
3.045,-1.916852763,0.304387915
3.061,-3.476603926,0.270787456
3.078,-3.252838432,0.516058626
3.094,-3.653005432,0.197573528
3.11,-3.116415819,0.662119364
3.126,-3.822029179,2.38598453
3.142,-5.107943906,0.212621202
3.158,0.941966246,0.0656361
3.175,-0.633434364,0.212753556
3.192,-1.48616112,0.982606691
3.207,-1.085691207,0.903775853
3.224,-0.282042185,0.622190673
3.239,-0.010698362,0.717940743
3.255,1.268399279,0.735553034
3.271,1.928180601,0.520038558
3.287,1.205697653,0.714866954
3.303,-0.464086042,0.68623447
3.32,0.328545935,1.473671577
3.336,-0.068861414,0.281368706
3.352,-1.382533613,0.767170594
3.369,-2.911524831,0.750433269
3.386,-2.767292502,0.112909638
3.402,-2.941153543,0.045237924
3.418,0.323649116,0.202596246
3.434,1.484349282,0.080539926
3.45,1.100436744,0.67742205
3.466,1.409315898,0.413050045
3.482,1.357162967,0.361324395
3.498,1.167527433,0.771697791
3.515,1.156958462,0.844580864
3.531,1.170251137,0.460914355
3.547,0.633323955,0.82926106
3.563,0.334955632,0.029193245
3.58,-0.338401827,0.238772614
3.596,-1.516183273,0.817129519
3.613,-1.958588385,1.470982536
3.629,-2.259342099,2.253249388
3.643,-2.89438014,2.381280131
3.659,-1.648173151,2.067291609
3.676,-1.027804973,1.493228027
3.692,1.252931387,0.664004585
3.708,-0.823411604,0.265637822
3.725,-2.463766016,0.63027676
3.741,-6.823053267,0.82575612
3.757,-7.80873392,0.806400065
3.774,-3.523584438,0.059221221
3.79,-4.254532395,0.087254087
3.807,-2.70197559,0.200258234
3.824,-1.743353135,0.457101989
3.84,-1.095497144,0.560020434
3.856,-5.000814323,3.376322568
3.873,-4.154126179,2.649079357
