0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0.097389018,-0.23077495
0.312317905,0.829050971
0.30435334,0.404051505
0.296321726,-0.117834029
0.267322093,-0.058436153
0.212468725,-0.012593462
0.096561415,-0.034676493
0.116797659,-0.034746886
0.153815166,-0.042905508
0.243165955,-0.11033799
0.193328853,-0.130242201
0.211848286,-0.161460708
0.201684065,-0.294096395
0.265481253,-0.209086637
0.337329069,-0.173541667
0.357571252,-0.162775643
0.357192135,0.248702694
0.207683594,0.139886207
-0.611486,0.21176767
0.083607644,1.050886075
0.121425387,0.729297012
0.450081281,1.086853249
0.298720814,3.064268322
-0.387719428,0.154528423
-0.528303993,0.501420124
-0.048884738,1.808166878
-0.048884738,1.808166878
-0.785641585,2.094750959
-0.229174465,1.675135413
-0.416021376,0.941900645
-0.55468574,1.820242701
0.698546271,0.623527478
-0.17026161,1.981641988
-0.826705389,2.841394906
0.092069822,1.232720485
-0.447630881,0.725835503
-0.53819666,2.740948399
0.256779816,5.223808589
0.720763449,0.190256437
-0.283674264,-0.8618241
-0.822211354,0.493656617
1.482390316,0.923604525
1.828133171,1.159800412
0.444668427,-0.558565453
0.444668427,-0.558565453
-0.039730567,3.228887184
0.334973487,1.920549295
0.128366317,2.865239057
-0.571490199,9.827543463
-0.50218938,3.979178391
-0.381475691,5.152154298
-0.806775746,4.660778798
-0.503017542,2.750003004
-0.902876851,7.288464226
-1.532189547,2.940148825
-1.759129739,7.527851391
-1.814831534,8.72472224
-1.263812597,3.877491762
-0.873909449,2.609012562
-0.253366459,-2.088696237
-0.240708362,-3.712037537
-0.422321621,-3.406103932
-0.357065296,-2.796738987
0.021579409,-1.142084232
0.184256433,-0.668057853
0.654706817,0.143702792
0.702119039,0.122406064
0.83634952,0.566607962
0.91246843,0.674075299
0.828125223,0.840367452
0.680413481,0.705253407
0.605659995,0.785363689
0.029909793,3.093199781
-0.233028131,4.299408063
-0.520138334,5.932783567
-0.525711898,4.726183692
-0.431968424,3.150454559
-0.085314207,2.258752689
-0.085314207,2.258752689
-0.027702576,-0.284814055
0.070836271,-1.496540882
0.277849638,-1.811851121
0.506330457,-2.278033205
1.141813195,-2.546973671
3.05212027,-2.839485604
3.596105499,-3.00595343
1.580613475,-4.145012387
1.580613475,-4.145012387
2.232734691,-4.63158949
1.223611567,-3.530011655
1.414473998,-0.256097051
1.485118016,-0.195612315
0.881514139,-0.521601296
-0.743685401,-4.064771201
3.035373099,-4.386546356
1.019049709,-3.457888213
1.537052058,-2.984060078
1.328728378,-1.855129436
1.360087812,-1.65994113
1.294856552,-1.513767207
